,가게명,메뉴명,가격
1937,정릉동 소우락,일품요리 - 한우육회,"25,000원"
1938,정릉동 소우락,안심 한돈 - 生 삼겹살,"19,500원"
1939,정릉동 소우락,안심 한돈 - 生 갈매기살,"17,500원"
1940,정릉동 소풍가는날 김밥,메뉴 정보 없음,
1941,정릉동 소한마리 정육식당 정릉점,소한마리 1Kg,"68,000원"
1942,정릉동 소한마리 정육식당 정릉점,소한마리스페셜 600g,"61,000원"
1943,정릉동 소한마리 정육식당 정릉점,돼지한마리(1kg),"50,000원"
1944,정릉동 소한마리 정육식당 정릉점,돼지반마리(500g),"30,000원"
1945,정릉동 소한마리 정육식당 정릉점,소반마리 500g,"38,000원"
1946,정릉동 소한마리 정육식당 정릉점,1인 등심 혼밥정식,"26,000원"
1947,정릉동 소한마리 정육식당 정릉점,1인 갈비살 혼밥정식,"26,000원"
1948,정릉동 소한마리 정육식당 정릉점,비빔냉면,"9,000원"
1949,정릉동 소한마리 정육식당 정릉점,물냉면,"9,000원"
1950,정릉동 소한마리 정육식당 정릉점,차돌된장뚝배기,"9,000원"
1951,정릉동 송강루,등심탕수육(大),"30,000원"
1952,정릉동 송강루,등심탕수육(中),"23,000원"
1953,정릉동 송강루,등심탕수육(小),"18,000원"
1954,정릉동 송강루,짜장면,"7,000원"
1955,정릉동 송강루,짬뽕,"8,000원"
1956,정릉동 송강루,A 세트,"22,000원"
1957,정릉동 송강루,B 세트,"23,000원"
1958,정릉동 송강루,C 세트,"25,000원"
1959,정릉동 송강루,D 세트,"26,000원"
1960,정릉동 송강루,E 세트,"30,000원"
1961,정릉동 송강루,알뜰 코스,"40,000원"
1962,정릉동 송강루,진미 코스,"70,000원"
1963,정릉동 송강루,화목 코스,"85,000원"
1964,정릉동 송강루,행복 코스,"105,000원"
1965,정릉동 송강루,등심탕수육+짜장1,"17,000원"
1966,정릉동 송강루,등심탕수육+짬뽕1,"18,000원"
1967,정릉동 송강루,등심탕수육+간짜장1,"18,000원"
1968,정릉동 송강루,등심탕수육+볶음밥1,"19,000원"
1969,정릉동 송강루,등심탕수육+삼선짜장1,"21,000원"
1970,정릉동 송강루,짬짜면,"9,000원"
1971,정릉동 송강루,볶짜면,"10,000원"
1972,정릉동 송강루,볶짬면,"10,000원"
1973,정릉동 송강루,탕짜면,"11,000원"
1974,정릉동 송강루,탕짬면,"11,000원"
1975,정릉동 송강루,깐풍육,"30,000원"
1976,정릉동 송강루,라조육,"30,000원"
1977,정릉동 송강루,잡채,"20,000원"
1978,정릉동 송강루,덴뿌라,"22,000원"
1979,정릉동 송강루,등심탕수육(大),"30,000원"
1980,정릉동 송강루,깐풍기,"30,000원"
1981,정릉동 송강루,라조기,"30,000원"
1982,정릉동 송강루,깐쇼새우(中),"35,000원"
1983,정릉동 송강루,깐쇼새우(小),"30,000원"
1984,정릉동 송강루,깐풍새우(中),"35,000원"
1985,정릉동 송강루,깐풍새우(小),"30,000원"
1986,정릉동 송강루,잡탕(中),"35,000원"
1987,정릉동 송강루,잡탕(小),"30,000원"
1988,정릉동 송강루,팔보채(中),"35,000원"
1989,정릉동 송강루,팔보채(小),"30,000원"
1990,정릉동 송강루,유산슬(中),"35,000원"
1991,정릉동 송강루,양장피(中),"30,000원"
1992,정릉동 송강루,양장피(小),"25,000원"
1993,정릉동 송강루,고추잡채(中),"30,000원"
1994,정릉동 송강루,고추잡채(小),"25,000원"
1995,정릉동 송강루,쟁반짜장,"9,000원"
1996,정릉동 송강루,볶음짬뽕,"9,000원"
1997,정릉동 송강루,짜장면,"7,000원"
1998,정릉동 송강루,간짜장,"8,000원"
1999,정릉동 송강루,차돌짬뽕,"12,000원"
2000,정릉동 송강루,볶음밥,"9,000원"
2001,정릉동 송강루,짬뽕밥,"9,000원"
2002,정릉동 송강루,짜장밥,"9,000원"
2003,정릉동 송강루,오므라이스,"9,000원"
2004,정릉동 송강루,김치볶음밥,"9,000원"
2005,정릉동 송강루,내장탕,"9,000원"
2006,정릉동 송강루,육개장,"9,000원"
2007,정릉동 송강루,갈비탕,"9,000원"
2008,정릉동 송강루,펩시콜라(500ml),"2,000원"
2009,정릉동 송강루,펩시콜라(1.25L),"3,000원"
2010,정릉동 송강루,칠성사이다(500ml),"2,000원"
2011,정릉동 송강루,공기밥,"1,000원"
2012,정릉동 수라상,백반정식,"7,000원"
2013,정릉동 수라상,김치제육볶음,"25,000원"
2014,정릉동 수라상,제육볶음,"20,000원"
2015,정릉동 수라상,김치전골 중,"20,000원"
2016,정릉동 수라상,김치삼겹살 1인분,"15,000원"
2017,정릉동 수선화,아구찜(탕),"32,000원"
2018,정릉동 수선화,홍어찜,"47,000원"
2019,정릉동 수선화,홍어회,"47,000원"
2020,정릉동 수선화,홍어삼합,"52,000원"
2021,정릉동 수선화,맛보기 홍어회,"13,000원"
2022,정릉동 수선화,볶음밥,"2,000원"
2023,정릉동 수선화,계란찜,"5,000원"
2024,정릉동 수선화,동치미,"7,000원"
2025,정릉동 순희네,메뉴 정보 없음,
2026,정릉동 술이그린이밤,K-순살 로제찜닭,"22,000원"
2027,정릉동 술이그린이밤,제육 계란말이,"15,000원"
2028,정릉동 술이그린이밤,불판 대패숙주볶음,"15,000원"
2029,정릉동 술이그린이밤,순살찜닭(한마리),"20,000원"
2030,정릉동 술이그린이밤,순살닭볶음탕(한마리),"20,000원"
2031,정릉동 술이그린이밤,최상급 육회,"15,000원"
2032,정릉동 술이그린이밤,나가사키 짬뽕탕,"15,000원"
2033,정릉동 술이그린이밤,얼큰짬뽕탕,"15,000원"
2034,정릉동 술이그린이밤,부산오뎅탕,"13,000원"
2035,정릉동 술이그린이밤,차돌떡볶이,"13,000원"
2036,정릉동 술이그린이밤,김치찌개(돼지or참치),"15,000원"
2037,정릉동 술이그린이밤,의정부 부대찌개,"15,000원"
2038,정릉동 술이그린이밤,불판무뼈닭발,"15,000원"
2039,정릉동 술이그린이밤,제육볶음,"15,000원"
2040,정릉동 술이그린이밤,돼지고기 두부김치,"13,000원"
2041,정릉동 술이술술,꼼장어,"15,000원"
2042,정릉동 술이술술,두부김치,"15,000원"
2043,정릉동 술이술술,닭발,"13,000원"
2044,정릉동 술이술술,돼지껍데기,"10,000원"
2045,정릉동 술이술술,불고기,"15,000원"
2046,정릉동 숭덕분식,떡만두국,"5,000원"
2047,정릉동 숭덕분식,칼국수,
2048,정릉동 숭덕분식,즉석떡볶이,"3,500원"
2049,정릉동 숭덕분식,쫄면,"5,000원"
2050,정릉동 숭덕분식,라면,"3,000원"
2051,정릉동 숭덕분식,떡라면,"3,500원"
2052,정릉동 숭덕분식,일반떡볶이,"3,000원"
2053,정릉동 숭덕분식,삶은계린 2개,"1,000원"
2054,정릉동 숭덕분식,순대,"3,500원"
2055,정릉동 숭덕분식,튀김 4개,"2,000원"
2056,정릉동 숭덕분식,김밥,"3,000원"
2057,정릉동 숭덕분식,라면/쫄면 사리,"1,500원"
2058,정릉동 숭덕분식,오뎅 사리,"1,000원"
2059,정릉동 숭덕분식,볶음밥 사리,"1,500원"
2060,정릉동 숭덕분식,만두라면,"3,500원"
2061,정릉동 숯불의닭,양념닭갈비,"14,000원"
2062,정릉동 숯불의닭,양념닭목살,"14,000원"
2063,정릉동 숯불의닭,소금닭안창살,"14,000원"
2064,정릉동 숯불의닭,양념닭안창살,"14,000원"
2065,정릉동 숯불의닭,소금닭갈비,"14,000원"
2066,정릉동 숯불의닭,간장닭갈비,"14,000원"
2067,정릉동 숯불의닭,무뼈닭발,"15,000원"
2068,정릉동 숯불의닭,통닭발,"13,000원"
2069,정릉동 숯불의닭,소금닭목살,"14,000원"
2070,정릉동 슬로카페달팽이,밀랍떡와플,"4,000원"
2071,정릉동 슬로카페달팽이,옛날팥빙수,"5,000원"
2072,정릉동 슬로카페달팽이,초코말차테린,"8,900원"
2073,정릉동 슬로카페달팽이,상주곶감타르트,"8,900원"
2074,정릉동 슬로카페달팽이,아메리카노,"4,500원"
2075,정릉동 슬로카페달팽이,카페라테,"5,500원"
2076,정릉동 슬로카페달팽이,댕유자차,"6,500원"
2077,정릉동 슬로카페달팽이,멍푸치노,"3,000원"
2078,정릉동 슬로카페달팽이,블루베리차,"6,500원"
2079,정릉동 슬로카페달팽이,레몬차,"6,500원"
2080,정릉동 슬로카페달팽이,블루베리 에이드,"7,500원"
2081,정릉동 슬로카페달팽이,댕유자 에이드,"7,500원"
2082,정릉동 슬로카페달팽이,레몬에이드,"7,500원"
2083,정릉동 슬로카페달팽이,에스프레소,"3,500원"
2084,정릉동 슬로카페달팽이,카푸치노,"6,500원"
2085,정릉동 시골집연탄석쇠구이,연탄구이 돼지갈비,"15,000원"
2086,정릉동 시골집연탄석쇠구이,능이버섯 닭 한방백숙,"70,000원"
2087,정릉동 시골집연탄석쇠구이,능이버섯 오리 한방백숙,"70,000원"
2088,정릉동 시골집연탄석쇠구이,토종 닭 볶음탕,"60,000원"
2089,정릉동 시골집연탄석쇠구이,더덕 연탄 고추장불고기,"15,000원"
2090,정릉동 시골집연탄석쇠구이,오징어석쇠 연탄 불고기,"15,000원"
2091,정릉동 시골집연탄석쇠구이,더덕 연탄 고추장불고기,"30,000원"
2092,정릉동 시골집연탄석쇠구이,연탄구이 돼지갈비,"30,000원"
2093,정릉동 시골집연탄석쇠구이,오징어 석쇠 연탄 불고기,"30,000원"
2094,정릉동 시골집연탄석쇠구이,두부 짜글이,"30,000원"
2095,정릉동 시골집연탄석쇠구이,파전,"15,000원"
2096,정릉동 시골집연탄석쇠구이,감자전,"15,000원"
2097,정릉동 시골집연탄석쇠구이,도토리묵,"15,000원"
2098,정릉동 신북경,메뉴 정보 없음,
2099,정릉동 싱싱회수산,놀래미,"60,000원"
2100,정릉동 싱싱회수산,도다리세꼬시,"45,000원"
2101,정릉동 싱싱회수산,숭어,"45,000원"
2102,정릉동 싱싱회수산,광어,"35,000원"
2103,정릉동 싱싱회수산,우럭,"40,000원"
2104,정릉동 싱싱회수산,산낙지,"20,000원"
2105,정릉동 싱싱회수산,전어회,"35,000원"
2106,정릉동 싱싱회수산,전어무침,"40,000원"
2107,정릉동 쌤(ssaem),풍기,"15,000원"
2108,정릉동 쌤(ssaem),감베레토 디 마레,"15,000원"
2109,정릉동 쌤(ssaem),바게트 에 크림,"17,000원"
2110,정릉동 쌤(ssaem),크림 디 마레,"17,000원"
2111,정릉동 쌤(ssaem),알프레도,"13,000원"
2112,정릉동 쌤(ssaem),페스카 토레,"16,000원"
2113,정릉동 쌤(ssaem),살시챠,"15,000원"
2114,정릉동 쌤(ssaem),나폴리탄,"13,000원"
2115,정릉동 쌤(ssaem),아마트리치아나,"12,000원"
2116,정릉동 쌤(ssaem),푸르티 디마레,"16,000원"
2117,정릉동 쌤(ssaem),스케럽 알리오 올리오,"14,000원"
2118,정릉동 쌤(ssaem),알리오 올리오,"12,000원"
2119,정릉동 쎼쎼양꼬치,양꼬치 8개,"10,000원"
2120,정릉동 쎼쎼양꼬치,마라양꼬치 8개,"12,000원"
2121,정릉동 쎼쎼양꼬치,마라닭날개 8개,"15,000원"
2122,정릉동 쎼쎼양꼬치,양고급갈비,"32,000원"
2123,정릉동 쎼쎼양꼬치,새우구이 10개,"10,000원"
2124,정릉동 아덜딜리버리,메뉴 정보 없음,
2125,정릉동 아리랑순대국,순대국,"9,000원"
2126,정릉동 아리랑순대국,술국,"15,000원"
2127,정릉동 아리랑순대국,뼈해장국,"10,000원"
2128,정릉동 아리랑순대국,감자탕,"25,000원"
2129,정릉동 아리랑순대국,머리고기,"15,000원"
2130,정릉동 아리랑순대국,오소리감투,"15,000원"
2131,정릉동 아리랑순대국,편육,"15,000원"
2132,정릉동 아싸부속,메뉴 정보 없음,
2133,정릉동 아주맛있는빠베큐,바베큐,"17,000원"
2134,정릉동 아주맛있는빠베큐,직화불닭,"17,000원"
2135,정릉동 아주맛있는빠베큐,무뼈닭발,"17,000원"
2136,정릉동 앙뜨레,메뉴 정보 없음,
2137,정릉동 야한곱창,메뉴 정보 없음,
2138,정릉동 양산박,메뉴 정보 없음,
2139,정릉동 어나더 굿뉴스,아메리카노,"4,500원"
2140,정릉동 어반어찬,모듬 초밥 10p,"12,900원"
2141,정릉동 어반어찬,캘리포니아롤,"7,900원"
2142,정릉동 어반어찬,유부초밥,"7,900원"
2143,정릉동 어반어찬,회덮밥,"9,900원"
2144,정릉동 어반어찬,오늘의 계절 덮밥,"7,900원"
2145,정릉동 언니네김밥,통큰유부초밥,"8,000원"
2146,정릉동 언니네김밥,미니모듬팩,"7,000원"
2147,정릉동 언니네김밥,꼬마김밥,"5,500원"
2148,정릉동 언니네김밥,언니김밥,"3,500원"
2149,정릉동 언니네김밥,치즈김밥,"4,500원"
2150,정릉동 언니네김밥,참치김밥,"4,500원"
2151,정릉동 언니네김밥,땡초김밥,"4,500원"
2152,정릉동 언니네김밥,진미채김밥,"4,500원"
2153,정릉동 언니네김밥,스팸김밥,"4,500원"
2154,정릉동 언니네김밥,매콤멸치김밥,"4,500원"
2155,정릉동 언니네김밥,계란폭탄김밥,"5,500원"
2156,정릉동 언더그라운드커피웍스 정릉,핸드드립,
2157,정릉동 언더그라운드커피웍스 정릉,아메리카노,"3,900원"
2158,정릉동 언더그라운드커피웍스 정릉,언더스노우,"5,000원"
2159,정릉동 에프터글로우(AFTERGLOW),항정살 모둠야채 쌈장볶음,"24,000원"
2160,정릉동 에프터글로우(AFTERGLOW),토마토 홍합스튜,"20,000원"
2161,정릉동 에프터글로우(AFTERGLOW),토마토순두부그라탕,"16,000원"
2162,정릉동 에프터글로우(AFTERGLOW),블랙페퍼 소프트쉘 크랩,"23,000원"
2163,정릉동 에프터글로우(AFTERGLOW),구운 새우와 라임버터소스,"23,000원"
2164,정릉동 에프터글로우(AFTERGLOW),깻잎마늘버터소스 닭다리구이,"23,000원"
2165,정릉동 에프터글로우(AFTERGLOW),감귤 크림 새우,"19,000원"
2166,정릉동 역전할머니맥주 정릉시장점,할맥500cc,"4,500원"
2167,정릉동 역전할머니맥주 정릉시장점,역전하이볼,"4,300원"
2168,정릉동 역전할머니맥주 정릉시장점,치즈라볶이,"9,000원"
2169,정릉동 역전할머니맥주 정릉시장점,짜빠구리,"9,000원"
2170,정릉동 역전할머니맥주 정릉시장점,버터구이오징어입,"9,000원"
2171,정릉동 역전할머니맥주 정릉시장점,갈릭빠다포테이토,"7,000원"
2172,정릉동 역전할머니맥주 정릉시장점,살얼음파인애플,"7,000원"
2173,정릉동 역전할머니맥주 정릉시장점,30cm롱치즈돈까스,"10,000원"
2174,정릉동 역족,족보 세트[[SBS 생방송투데이방영]](소),"47,000원"
2175,정릉동 역족,족보 세트[[SBS 생방송투데이방영]](중),"57,000원"
2176,정릉동 역족,족보 세트[[SBS 생방송투데이방영]](대),"65,000원"
2177,정릉동 역족,튀김 족발[[SBS 생방송투데이방영]](대 (앞발)),"44,000원"
2178,정릉동 역족,튀김 반반 족발[[SBS 생방송투데이방영]],"44,000원"
2179,정릉동 역족,족보 세트[[SBS 생방송투데이방영]](소),"47,000원"
2180,정릉동 역족,족보 세트[[SBS 생방송투데이방영]](중),"57,000원"
2181,정릉동 역족,족보 세트[[SBS 생방송투데이방영]](대),"65,000원"
2182,정릉동 역족,오리지날족발[[SBS 생방송투데이방영]](대  (앞발)),"42,000원"
2183,정릉동 역족,오리지날 족발[[SBS 생방송투데이방영]](중 (뒷발)),"38,000원"
2184,정릉동 역족,튀김 족발[[SBS 생방송투데이방영]](대 (앞발)),"44,000원"
2185,정릉동 역족,튀김 족발[[SBS 생방송투데이방영]](중  (뒷발)),"40,000원"
2186,정릉동 역족,직화 불 족발[[SBS 생방송투데이방영]],"42,000원"
2187,정릉동 역족,오리지날 보쌈+보쌈김치[[SBS 생방송투데이방영]](소),"34,000원"
2188,정릉동 역족,오리지날 보쌈+보쌈김치[[SBS 생방송투데이방영]](중),"38,000원"
2189,정릉동 역족,오리지날 보쌈+보쌈김치[[SBS 생방송투데이방영]](대),"42,000원"
2190,정릉동 역족,묵은지 보쌈[[SBS 생방송투데이방영]](소),"35,000원"
2191,정릉동 역족,묵은지 보쌈[[SBS 생방송투데이방영]](중),"39,000원"
2192,정릉동 역족,1인족발,"27,000원"
2193,정릉동 역족,1인튀김족발,"29,000원"
2194,정릉동 역족,1인직화불족발,"29,000원"
2195,정릉동 역족,1인마늘족발,"29,000원"
2196,정릉동 역족,쟁반 막국수,"5,000원"
2197,정릉동 역족,해파리 냉채,"5,000원"
2198,정릉동 역족,셀프 주먹밥,"3,000원"
2199,정릉동 역족,보쌈김치,"3,000원"
2200,정릉동 역족,묵은지김치,"4,000원"
2201,정릉동 역족,사이다(500ml),"2,000원"
2202,정릉동 역족,콜라(500ml),"2,000원"
2203,정릉동 연꽃치정릉시장점,가성비 꼬치 5종세트,"12,900원"
2204,정릉동 연꽃치정릉시장점,나가사키짬뽕,"21,900원"
2205,정릉동 연꽃치정릉시장점,우삼겹숙주볶음,"16,900원"
2206,정릉동 연꽃치정릉시장점,닭껍질(2p),"4,900원"
2207,정릉동 연꽃치정릉시장점,염통(2p),"4,900원"
2208,정릉동 연꽃치정릉시장점,꼬치오마카세(시그니처),"27,500원"
2209,정릉동 연꽃치정릉시장점,가성비 꼬치 5종세트,"12,900원"
2210,정릉동 연꽃치정릉시장점,명란구이(1p),"11,900원"
2211,정릉동 연꽃치정릉시장점,24시간 숙성 연어 한 접시,"28,900원"
2212,정릉동 연꽃치정릉시장점,저녁에 술 간단 연어 반 접시,"15,900원"
2213,정릉동 연꽃치정릉시장점,연어샐러드,"15,900원"
2214,정릉동 연꽃치정릉시장점,연어머리구이,"13,900원"
2215,정릉동 연꽃치정릉시장점,타코와사비,"9,900원"
2216,정릉동 연꽃치정릉시장점,나가사키짬뽕,"21,900원"
2217,정릉동 연꽃치정릉시장점,매콤나가사키짬뽕,"22,900원"
2218,정릉동 연꽃치정릉시장점,모듬오뎅탕,"17,900원"
2219,정릉동 연꽃치정릉시장점,매콤오듬오뎅탕,"18,900원"
2220,정릉동 연꽃치정릉시장점,오징어다리 가라아게,"15,900원"
2221,정릉동 연꽃치정릉시장점,치킨가라아게,"13,900원"
2222,정릉동 연꽃치정릉시장점,모듬고로케,"9,900원"
2223,정릉동 연꽃치정릉시장점,우삼겹숙주볶음,"16,900원"
2224,정릉동 연꽃치정릉시장점,나폴리탄파스타,"14,900원"
2225,정릉동 연꽃치정릉시장점,메로구이(소금),"22,900원"
2226,정릉동 연꽃치정릉시장점,메로구이(간장),"22,900원"
2227,정릉동 연꽃치정릉시장점,닭파다리살(2p),"6,900원"
2228,정릉동 연꽃치정릉시장점,닭다리살(2p),"6,900원"
2229,정릉동 연꽃치정릉시장점,닭껍질(2p),"4,900원"
2230,정릉동 연꽃치정릉시장점,염통(2p),"4,900원"
2231,정릉동 연꽃치정릉시장점,치즈떡삼겹말이(2p),"5,900원"
2232,정릉동 연꽃치정릉시장점,코카콜라(355ml),"2,000원"
2233,정릉동 연꽃치정릉시장점,제로콜라(355ml),"2,000원"
2234,정릉동 연꽃치정릉시장점,환타(355ml),"2,000원"
2235,정릉동 연꽃치정릉시장점,오렌지(355ml),"2,000원"
2236,정릉동 연꽃치정릉시장점,칠성사이다(355ml),"2,000원"
2237,정릉동 연우김밥,연우김밥,"3,500원"
2238,정릉동 연화객당,사시미,
2239,정릉동 연화객당,"모듬회 1인+샤리,감태","18,500원"
2240,정릉동 연화객당,"모듬회 2인+샤리,감태","35,000원"
2241,정릉동 연화객당,"모듬회 3인+샤리,감태","50,000원"
2242,정릉동 연화객당,유린기,"15,000원"
2243,정릉동 연화객당,단새우튀김,"15,000원"
2244,정릉동 영덕닭한마리,생 삼겹살,"17,000원"
2245,정릉동 영덕닭한마리,닭한마리,"30,000원"
2246,정릉동 영덕닭한마리,닭도리탕,"35,000원"
2247,정릉동 영덕닭한마리,제육볶음,"10,000원"
2248,정릉동 영덕닭한마리,삼계탕,"15,000원"
2249,정릉동 영덕닭한마리,반계탕,"10,000원"
2250,정릉동 영덕닭한마리,김치찌개,"8,000원"
2251,정릉동 영덕닭한마리,된장찌개,"8,000원"
2252,정릉동 영덕닭한마리,백반,"8,000원"
2253,정릉동 옛날칼국수,옛날칼국수,"7,000원"
2254,정릉동 옛날칼국수,동태전,"15,000원"
2255,정릉동 옛날통닭,한마리,"8,500원"
2256,정릉동 옛날통닭,두마리,"16,000원"
2257,정릉동 옛날통닭,양념통닭,"11,000원"
2258,정릉동 옛날통닭,한마리+양념,"18,000원"
2259,정릉동 옛날통닭,한마리+감자,"12,500원"
2260,정릉동 옛날통닭,닭강정/똥집(중),"9,000원"
2261,정릉동 옛날통닭,닭강정/똥집(대),"17,000원"
2262,정릉동 옛날통닭,국물떡볶이,"10,000원"
2263,정릉동 옛날통닭,모듬감자,"10,000원"
2264,정릉동 옛날통닭,새우튀김/대게살튀김,"11,000원"
2265,정릉동 옛날통닭,치즈스틱,"11,000원"
2266,정릉동 옛날통닭,크림치즈볼/새우볼,"11,000원"
2267,정릉동 옛날통닭,유동골뱅이소면,"15,000원"
2268,정릉동 옛날통닭,생맥주(1000cc),"7,000원"
2269,정릉동 오감공간,핸드드립 커피,
2270,정릉동 오감공간,아메리카노,"4,000원"
2271,정릉동 오감공간,카페라떼,"4,500원"
2272,정릉동 오감공간,콜드브루 커피,"5,000원"
2273,정릉동 오감공간,콜드브루 라떼,"5,500원"
2274,정릉동 오감공간,잎차,"4,500원"
2275,정릉동 오감공간,밀크티,"4,500원"
2276,정릉동 오감공간,복숭아 아이스티,"4,500원"
2277,정릉동 오감공간,초코,"4,500원"
2278,정릉동 오감공간,바닐라 라떼,"4,500원"
2279,정릉동 오감공간,말차라떼,"5,000원"
2280,정릉동 오감공간,까마귀눈물 500,"13,000원"
2281,정릉동 오감공간,원두,
2282,정릉동 오감공간,포스터,"12,000원"
2283,정릉동 오리사냥,오리회전구이,"67,000원"
2284,정릉동 오리사냥,훈제회전구이,"72,000원"
2285,정릉동 오리사냥,모듬회전구이,"72,000원"
2286,정릉동 오리사냥,녹두오리백숙,"79,000원"
2287,정릉동 오리사냥,오리주물럭,"67,000원"
2288,정릉동 오밀당(서경대점),남도식묵은지김치찜,"9,900원"
2289,정릉동 오밀당(서경대점),물닭갈비,"7,900원"
2290,정릉동 오밀당(서경대점),돼지국밥,"7,900원"
2291,정릉동 오밀당(서경대점),마라탕(순한맛/진한맛),"14,900원"
2292,정릉동 오밀당(서경대점),알이통통 해물알탕,"13,900원"
2293,정릉동 오밀당(서경대점),담백한 삼겹수육,"8,900원"
2294,정릉동 오밀당(서경대점),감바스 알 아히요,"9,900원"
2295,정릉동 오밀당(서경대점),바로요 치즈 부대찌개,"6,400원"
2296,정릉동 오밀당(서경대점),바로요 우삼겹 된장짜글이,"5,900원"
2297,정릉동 오밀당(서경대점),바로요 햄참치김치짜글이,"5,900원"
2298,정릉동 오밀당(서경대점),바로요 오겹살 두루치기,"6,900원"
2299,정릉동 오밀당(서경대점),고기 듬뿍 김치찌개,"5,900원"
2300,정릉동 오밀당(서경대점),직화 무뼈닭발,"6,900원"
2301,정릉동 오밀당(서경대점),독일풍 햄 & 스팸 부대찌개,"9,900원"
2302,정릉동 오밀당(서경대점),진한 순대국,"8,900원"
2303,정릉동 오봉주점,기본세트,"24,000원"
2304,정릉동 오봉주점,튤립닭발,"18,000원"
2305,정릉동 오봉주점,가자미튀김,"3,000원"
2306,정릉동 오봉주점,국물튤립닭발,"20,000원"
2307,정릉동 오봉주점,무뼈닭발,"18,000원"
2308,정릉동 오봉주점,국물무뼈닭발,"20,000원"
2309,정릉동 오봉주점,오돌뼈 볶음,"17,000원"
2310,정릉동 오봉주점,불닭,"17,000원"
2311,정릉동 오봉주점,소금똥집,"17,000원"
2312,정릉동 오봉주점,매운똥집,"17,000원"
2313,정릉동 오봉주점,매운막창,"17,000원"
2314,정릉동 오봉주점,매운날개 윙.봉,"17,000원"
2315,정릉동 오봉주점,계란찜,"6,000원"
2316,정릉동 오봉주점,날치알주먹밥,"4,000원"
2317,정릉동 오봉주점,계란탕,"12,000원"
2318,정릉동 오븐마루 국민대점,까르보 현미베이크 (순살전용),"24,400원"
2319,정릉동 오븐마루 국민대점,체다치즈 딥 현미베이크,"23,800원"
2320,정릉동 오븐마루 국민대점,스윗버터 딥 현미베이크,"23,800원"
2321,정릉동 오븐마루 국민대점,밀크코코 딥 현미베이크,"23,800원"
2322,정릉동 오븐마루 국민대점,체다치즈 딥 로스트,"22,800원"
2323,정릉동 오븐마루 국민대점,스윗버터 딥 로스트,"22,800원"
2324,정릉동 오븐마루 국민대점,밀크코코 딥 로스트,"22,800원"
2325,정릉동 오븐마루 국민대점,바삭 오리지널 현미베이크,"18,800원"
2326,정릉동 오븐마루 국민대점,시그니처 레드 현미베이크,"19,900원"
2327,정릉동 오븐마루 국민대점,시그니처 블랙 현미베이크,"19,900원"
2328,정릉동 오븐마루 국민대점,양념현미베이크,"19,900원"
2329,정릉동 오븐마루 국민대점,파닭현미베이크,"20,900원"
2330,정릉동 오븐마루 국민대점,달콤갈릭현미베이크,"19,900원"
2331,정릉동 오븐마루 국민대점,매운양념 현미베이크,"19,900원"
2332,정릉동 오븐마루 국민대점,청양페퍼베이킹,"19,900원"
2333,정릉동 오븐마루 정릉점,바베큐 로스트,"19,400원"
2334,정릉동 오븐마루 정릉점,바베큐 로스트,"19,400원"
2335,정릉동 오븐마루 정릉점,통마늘간장 바베큐 로스트,"20,000원"
2336,정릉동 오븐마루 정릉점,골든갈릭 바베큐 로스트,"21,000원"
2337,정릉동 오븐마루 정릉점,더 매운 바베큐 로스트,"22,000원"
2338,정릉동 오븐마루 정릉점,고추마요 현미베이크,"23,000원"
2339,정릉동 오븐마루 정릉점,레드마요 현미베이크,"22,000원"
2340,정릉동 오븐마루 정릉점,바삭 오리지널 현미베이크,"18,800원"
2341,정릉동 오븐마루 정릉점,시그니처 레드 현미베이크,"19,900원"
2342,정릉동 오븐마루 정릉점,시그니처 블랙 현미베이크,"19,900원"
2343,정릉동 오븐마루 정릉점,까르보 현미베이크 (순살전용),"24,400원"
2344,정릉동 오븐마루 정릉점,양념 현미베이크,"19,900원"
2345,정릉동 오븐마루 정릉점,담백 오리지널 로스트,"17,800원"
2346,정릉동 오븐마루 정릉점,시그니처 레드 로스트,"19,400원"
2347,정릉동 오븐마루 정릉점,시그니처 블랙 로스트,"19,400원"
2348,정릉동 오븐마루 정릉점,딥간장갈릭 로스트,"19,400원"
2349,정릉동 오븐마루 정릉점,치즈칠리 로스트,"19,900원"
2350,정릉동 오븐마루 정릉점,담백 로스트 반반,"20,400원"
2351,정릉동 오븐마루 정릉점,바삭 현미베이크 반반,"20,900원"
2352,정릉동 오븐마루 정릉점,마루한쌈,"24,900원"
2353,정릉동 오븐마루 정릉점,BBQ마루한쌈,"24,900원"
2354,정릉동 오븐마루 정릉점,하노이로스트,"23,900원"
2355,정릉동 오븐마루 정릉점,메이플고르곤졸라 피자,"17,900원"
2356,정릉동 오븐마루 정릉점,스파이시불고기 피자,"18,500원"
2357,정릉동 오븐마루 정릉점,오리지널페퍼로니 피자,"18,500원"
2358,정릉동 오븐마루 정릉점,비프고르곤졸라 퀘사디아,"10,900원"
2359,정릉동 오븐마루 정릉점,불고기 퀘사디아,"10,900원"
2360,정릉동 오븐마루 정릉점,핫치킨 퀘사디아,"10,900원"
2361,정릉동 오븐마루 정릉점,골뱅이소면,"16,900원"
2362,정릉동 오븐마루 정릉점,마루무뼈닭발,"15,900원"
2363,정릉동 오븐마루 정릉점,고구마치즈스틱 & 모둠감자,"14,400원"
2364,정릉동 오븐마루 정릉점,먹태,"13,900원"
2365,정릉동 오븐마루 정릉점,구운모둠소세지,"14,400원"
